Histórico de proventos,,,,,,,,Proventos por ativo,,,,Proventos por mês,,,,,,Total Reais,Total Dolar*,Média mensal
Data Pagamento,Mês/ano,Corretora,Ativo,Moeda,Valor,Tipo,,Ativo,Soma,Percentual,,Mês/ano,Proventos Reais,Proventos Dolar,Consolidado,% do total,,"R$ 23.007,85",#VALUE!,#VALUE!
15/05/2024,5/2024,NuInvest Corretora de Valores S.A,HFOF11,Real,"R$ 99,54",Rendimentos,,,,,,,,,,,,,,
15/05/2024,5/2024,NuInvest Corretora de Valores S.A,HGLG11,Real,"R$ 81,40",Rendimentos,,,,,,,,,,,,,,
15/05/2024,5/2024,NuInvest Corretora de Valores S.A,KNRI11,Real,"R$ 73,00",Rendimentos,,,,,,,,,,,,,,
27/05/2024,5/2024,NuInvest Corretora de Valores S.A,GGBR3,Real,"R$ 28,56",Dividendo,,,,,,,,,,,,,,
31/05/2024,5/2024,NuInvest Corretora de Valores S.A,EZTC3,Real,"R$ 8,45",Dividendo,,,,,,,,,,,,,,
05/06/2024,6/2024,NuInvest Corretora de Valores S.A,GRND3,Real,sera,Dividendo,,,,,,,,,,,,,,
14/06/2024,6/2024,NuInvest Corretora de Valores S.A,BCFF11,Real,"R$ 95,83",Rendimentos,,,,,,,,,,,,,,
14/06/2024,6/2024,NuInvest Corretora de Valores S.A,HFOF11,Real,"R$ 101,43",Rendimentos,,,,,,,,,,,,,,
14/06/2024,6/2024,NuInvest Corretora de Valores S.A,HGLG11,Real,"R$ 83,60",Rendimentos,,,,,,,,,,,,,,
14/06/2024,6/2024,NuInvest Corretora de Valores S.A,KNRI11,Real,"R$ 74,00",Rendimentos,,,,,,,,,,,,,,
18/06/2024,6/2024,Vest,IVV,Dolar,"R$ 5,26",Dividendo,,,,,,,,,,,,,,
27/06/2024,6/2024,NuInvest Corretora de Valores S.A,SAPR11,Real,"R$ 77,32",Juros sobre capital próprio,,,,,,,,,,,,,,
27/06/2024,6/2024,NuInvest Corretora de Valores S.A,SAPR3,Real,"R$ 51,29",Juros sobre capital próprio,,,,,,,,,,,,,,
28/06/2024,6/2024,NuInvest Corretora de Valores S.A,CPLE3,Real,"R$ 10,34",Dividendo,,,,,,,,,,,,,,
28/06/2024,6/2024,NuInvest Corretora de Valores S.A,MDIA3,Real,"R$ 3,37",Juros sobre capital próprio,,,,,,,,,,,,,,
28/06/2024,6/2024,NuInvest Corretora de Valores S.A,CPLE11,Real,"R$ 37,23",Juros sobre capital próprio,,,,,,,,,,,,,,
01/07/2024,7/2024,NuInvest Corretora de Valores S.A,ITSA3,Real,"R$ 4,58",Juros sobre capital próprio,,,,,,,,,,,,,,
03/07/2024,7/2024,Vest,VNQ,Dolar,"R$ 18,12",Dividendo,,,,,,,,,,,,,,
05/07/2024,7/2024,Vest,NOBL,Dolar,"R$ 8,35",Dividendo,,,,,,,,,,,,,,
05/07/2024,7/2024,NuInvest Corretora de Valores S.A,B3SA3,Real,"R$ 7,41",Juros sobre capital próprio,,,,,,,,,,,,,,
05/07/2024,7/2024,NuInvest Corretora de Valores S.A,B3SA3,Real,"R$ 5,91",Dividendo,,,,,,,,,,,,,,
11/07/2024,7/2024,NuInvest Corretora de Valores S.A,VIVT3,Real,"R$ 41,75",Restituição de Capital,,,,,,,,,,,,,,
12/07/2024,7/2024,NuInvest Corretora de Valores S.A,BCFF11,Real,"R$ 99,54",Rendimentos,,,,,,,,,,,,,,
12/07/2024,7/2024,NuInvest Corretora de Valores S.A,HFOF11,Real,"R$ 101,43",Rendimentos,,,,,,,,,,,,,,
12/07/2024,7/2024,NuInvest Corretora de Valores S.A,HGLG11,Real,"R$ 83,60",Rendimentos,,,,,,,,,,,,,,
12/07/2024,7/2024,NuInvest Corretora de Valores S.A,KNRI11,Real,"R$ 74,00",Rendimentos,,,,,,,,,,,,,,
02/08/2024,8/2024,NuInvest Corretora de Valores S.A,Desconhecido,Real,"R$ 0,16",Rendimentos,,,,,,,,,,,,,,
14/08/2024,8/2024,NuInvest Corretora de Valores S.A,BCFF11,Real,"R$ 109,27",Rendimentos,,,,,,,,,,,,,,
14/08/2024,8/2024,NuInvest Corretora de Valores S.A,HFOF11,Real,"R$ 117,81",Rendimentos,,,,,,,,,,,,,,
14/08/2024,8/2024,NuInvest Corretora de Valores S.A,HGLG11,Real,"R$ 92,40",Rendimentos,,,,,,,,,,,,,,
14/08/2024,8/2024,NuInvest Corretora de Valores S.A,KNRI11,Real,"R$ 81,00",Rendimentos,,,,,,,,,,,,,,
14/08/2024,8/2024,NuInvest Corretora de Valores S.A,WEGE3,Real,"R$ 12,37",Dividendo,,,,,,,,,,,,,,
14/08/2024,8/2024,NuInvest Corretora de Valores S.A,WEGE3,Real,"R$ 3,24",Juros sobre capital próprio,,,,,,,,,,,,,,
14/08/2024,8/2024,NuInvest Corretora de Valores S.A,WEGE3,Real,"R$ 3,52",Juros sobre capital próprio,,,,,,,,,,,,,,
15/08/2024,8/2024,NuInvest Corretora de Valores S.A,IPCA+ Juros,Real,"R$ 102,99",Rendimentos,,,,,,,,,,,,,,
19/08/2024,8/2024,NuInvest Corretora de Valores S.A,Desconhecido,Real,"R$ 0,07",Rendimentos,,,,,,,,,,,,,,
20/08/2024,8/2024,NuInvest Corretora de Valores S.A,GGBR3,Real,"R$ 15,72",Dividendo,,,,,,,,,,,,,,
30/08/2024,8/2024,NuInvest Corretora de Valores S.A,EZTC3,Real,"R$ 15,54",Dividendo,,,,,,,,,,,,,,
30/08/2024,8/2024,NuInvest Corretora de Valores S.A,ITSA3,Real,"R$ 13,63",Juros sobre capital próprio,,,,,,,,,,,,,,
30/08/2024,8/2024,NuInvest Corretora de Valores S.A,ITSA3,Real,"R$ 18,42",Juros sobre capital próprio,,,,,,,,,,,,,,
04/09/2024,9/2024,NuInvest Corretora de Valores S.A,GRND3,Real,"R$ 5,26",Dividendo,,,,,,,,,,,,,,
13/09/2024,9/2024,NuInvest Corretora de Valores S.A,BCFF11,Real,"R$ 109,27",Rendimentos,,,,,,,,,,,,,,
13/09/2024,9/2024,NuInvest Corretora de Valores S.A,HFOF11,Real,"R$ 117,81",Rendimentos,,,,,,,,,,,,,,
13/09/2024,9/2024,NuInvest Corretora de Valores S.A,HGLG11,Real,"R$ 92,40",Rendimentos,,,,,,,,,,,,,,
13/09/2024,9/2024,NuInvest Corretora de Valores S.A,KNRI11,Real,"R$ 81,00",Rendimentos,,,,,,,,,,,,,,
30/09/2024,9/2024,NuInvest Corretora de Valores S.A,MDIA3,Real,"R$ 3,37",Juros sobre capital próprio,,,,,,,,,,,,,,
01/10/2024,10/2024,Vest,IVV,Dolar,"R$ 7,29",Dividendo,,,,,,,,,,,,,,
01/10/2024,10/2024,NuInvest Corretora de Valores S.A,ITSA3,Real,"R$ 4,58",Juros sobre capital próprio,,,,,,,,,,,,,,
02/10/2024,10/2024,Vest,VNQ,Dolar,"R$ 14,45",Dividendo,,,,,,,,,,,,,,
02/10/2024,10/2024,NuInvest Corretora de Valores S.A,FLRY3,Real,"R$ 45,02",Juros sobre capital próprio,,,,,,,,,,,,,,
03/10/2024,10/2024,Vest,NOBL,Dolar,"R$ 8,02",Dividendo,,,,,,,,,,,,,,
07/10/2024,10/2024,NuInvest Corretora de Valores S.A,B3SA3,Real,"R$ 5,98",Dividendo,,,,,,,,,,,,,,
07/10/2024,10/2024,NuInvest Corretora de Valores S.A,B3SA3,Real,"R$ 8,73",Juros sobre capital próprio,,,,,,,,,,,,,,
14/10/2024,10/2024,NuInvest Corretora de Valores S.A,BCFF11,Real,"R$ 109,27",Rendimentos,,,,,,,,,,,,,,
14/10/2024,10/2024,NuInvest Corretora de Valores S.A,HFOF11,Real,"R$ 112,20",Rendimentos,,,,,,,,,,,,,,
14/10/2024,10/2024,NuInvest Corretora de Valores S.A,HGLG11,Real,"R$ 92,40",Rendimentos,,,,,,,,,,,,,,
14/10/2024,10/2024,NuInvest Corretora de Valores S.A,KNRI11,Real,"R$ 81,00",Rendimentos,,,,,,,,,,,,,,
25/10/2024,10/2024,NuInvest Corretora de Valores S.A,BCFF11,Real,"R$ 118,44",Rendimentos,,,,,,,,,,,,,,
14/11/2024,11/2024,NuInvest Corretora de Valores S.A,KNRI11,Real,"R$ 92,00",Rendimentos,,,,,,,,,,,,,,
14/11/2024,11/2024,NuInvest Corretora de Valores S.A,HFOF11,Real,"R$ 117,74",Rendimentos,,,,,,,,,,,,,,
14/11/2024,11/2024,NuInvest Corretora de Valores S.A,EZTC3,Real,"R$ 110,71",Dividendo,,,,,,,,,,,,,,
14/11/2024,11/2024,NuInvest Corretora de Valores S.A,HGLG11,Real,"R$ 92,40",Rendimentos,,,,,,,,,,,,,,
14/11/2024,11/2024,NuInvest Corretora de Valores S.A,EZTC3,Real,"R$ 23,24",Dividendo,,,,,,,,,,,,,,
29/11/2024,11/2024,NuInvest Corretora de Valores S.A,CPLE3,Real,"R$ 15,97",Dividendo,,,,,,,,,,,,,,
29/11/2024,11/2024,NuInvest Corretora de Valores S.A,CPLE3,Real,"R$ 19,01",Juros sobre capital próprio,,,,,,,,,,,,,,
12/12/2024,12/2024,NuInvest Corretora de Valores S.A,WIZC3,Real,"R$ 29,05",Dividendo,,,,,,,,,,,,,,
12/12/2024,12/2024,NuInvest Corretora de Valores S.A,WIZC3,Real,"R$ 51,07",Juros sobre capital próprio,,,,,,,,,,,,,,
16/12/2024,12/2024,NuInvest Corretora de Valores S.A,GGBR3,Real,"R$ 39,30",Dividendo,,,,,,,,,,,,,,
17/12/2024,12/2024,NuInvest Corretora de Valores S.A,VIVT3,Real,"R$ 9,00",Juros sobre capital próprio,,,,,,,,,,,,,,
17/12/2024,12/2024,NuInvest Corretora de Valores S.A,VIVT3,Real,"R$ 4,15",Juros sobre capital próprio,,,,,,,,,,,,,,
17/12/2024,12/2024,NuInvest Corretora de Valores S.A,VIVT3,Real,"R$ 7,10",Juros sobre capital próprio,,,,,,,,,,,,,,
19/12/2024,12/2024,NuInvest Corretora de Valores S.A,BCFF11,Real,"R$ 949,24",Amortização,,,,,,,,,,,,,,
23/12/2024,12/2024,Vest,IVV,Dolar,"R$ 1,37",Dividendo,,,,,,,,,,,,,,
26/12/2024,12/2024,Vest,ESPO,Dolar,"R$ 1,12",Dividendo,,,,,,,,,,,,,,
27/12/2024,12/2024,NuInvest Corretora de Valores S.A,BTHF11,Real,"R$ 131,24",Rendimentos,,,,,,,,,,,,,,
02/01/2025,1/2025,NuInvest Corretora de Valores S.A,ITSA3,Real,"R$ 4,58",Juros sobre capital próprio,,,,,,,,,,,,,,
02/01/2025,1/2025,Vest,NOBL,Dolar,"R$ 1,30",Dividendo,,,,,,,,,,,,,,
15/01/2025,1/2025,NuInvest Corretora de Valores S.A,BTHF11,Real,"R$ 131,71",Rendimentos,,,,,,,,,,,,,,
21/01/2025,1/2025,NuInvest Corretora de Valores S.A,Desconhecido,Real,"R$ 5,15",Rendimentos,,,,,,,,,,,,,,
28/01/2025,1/2025,NuInvest Corretora de Valores S.A,Desconhecido,Real,"R$ 4,11",LEILÃO DE FRAÇÕES,,,,,,,,,,,,,,
14/02/2025,2/2025,NuInvest Corretora de Valores S.A,BTHF11,Real,"R$ 145,20",Rendimentos,,,,,,,,,,,,,,
07/03/2025,3/2025,NuInvest Corretora de Valores S.A,ITSA3,Real,"R$ 97,95",Dividendo,,,,,,,,,,,,,,
07/03/2025,3/2025,NuInvest Corretora de Valores S.A,ITSA3,Real,"R$ 11,88",Juros sobre capital próprio,,,,,,,,,,,,,,
07/03/2025,3/2025,NuInvest Corretora de Valores S.A,ITSA3,Real,"R$ 20,63",Juros sobre capital próprio,,,,,,,,,,,,,,
07/03/2025,3/2025,NuInvest Corretora de Valores S.A,ITSA3,Real,"R$ 9,42",Juros sobre capital próprio,,,,,,,,,,,,,,
12/03/2025,3/2025,NuInvest Corretora de Valores S.A,WEGE3,Real,"R$ 4,48",Juros sobre capital próprio,,,,,,,,,,,,,,
12/03/2025,3/2025,NuInvest Corretora de Valores S.A,WEGE3,Real,"R$ 19,97",Dividendo,,,,,,,,,,,,,,
12/03/2025,3/2025,NuInvest Corretora de Valores S.A,WEGE3,Real,"R$ 3,93",Juros sobre capital próprio,,,,,,,,,,,,,,
14/03/2025,3/2025,NuInvest Corretora de Valores S.A,GGBR3 ,Real,"R$ 13,10",Dividendo,,,,,,,,,,,,,,
18/03/2025,3/2025,NuInvest Corretora de Valores S.A,BTH,Real,"R$ 140,20",Rendimentos,,,,,,,,,,,,,,
24/03/2025,3/2025,NuInvest Corretora de Valores S.A,IVV,Dolar,"R$ 1,13",Dividendo,,,,,,,,,,,,,,
01/04/2025,4/2025,NuInvest Corretora de Valores S.A,ITSA3,Real,"R$ 4,80",Juros sobre capital próprio,,,,,,,,,,,,,,
01/04/2025,4/2025,NuInvest Corretora de Valores S.A,ITSA3,Real,"R$ 4,80",Juros sobre capital próprio,,,,,,,,,,,,,,
02/04/2025,4/2025,NuInvest Corretora de Valores S.A,NOBL,Dolar,"R$ 1,36",Dividendo,,,,,,,,,,,,,,
08/04/2025,4/2025,NuInvest Corretora de Valores S.A,VIVT3,Real,"R$ 15,47",Juros sobre capital próprio,,,,,,,,,,,,,,
08/04/2025,4/2025,NuInvest Corretora de Valores S.A,VIVT3,Real,"R$ 28,85",Juros sobre capital próprio,,,,,,,,,,,,,,
08/04/2025,4/2025,NuInvest Corretora de Valores S.A,VIVT3,Real,"R$ 9,55",Juros sobre capital próprio,,,,,,,,,,,,,,
14/04/2025,4/2025,NuInvest Corretora de Valores S.A,KNRI11,Real,"R$ 90,00",Rendimentos,,,,,,,,,,,,,,
19/05/2025,5/2025,NuInvest Corretora de Valores S.A,GGBR3,Real,"R$ 15,72",Dividendo,,,,,,,,,,,,,,
28/05/2025,5/2025,NuInvest Corretora de Valores S.A,VIVT3,Real,"R$ 319,70",LEILÃO DE FRAÇÕES,,,,,,,,,,,,,,
13/06/2025,6/2025,NuInvest Corretora de Valores S.A,KNRI11,Real,"R$ 90,00",Rendimentos,,,,,,,,,,,,,,
20/06/2025,6/2025,Vest,IVV,Dolar,"R$ 1,20",Dividendo,,,,,,,,,,,,,,
26/06/2025,6/2025,NuInvest Corretora de Valores S.A,SAPR3,Real,"R$ 62,61",Juros sobre capital próprio,,,,,,,,,,,,,,
01/07/2025,7/2025,NuInvest Corretora de Valores S.A,ITSA3,Real,"R$ 4,86",Juros sobre capital próprio,,,,,,,,,,,,,,
14/07/2025,7/2025,NuInvest Corretora de Valores S.A,KNRI11,Real,"R$ 90,00",Rendimentos,,,,,,,,,,,,,,
15/07/2025,7/2025,NuInvest Corretora de Valores S.A,VIVT3,Real,"R$ 56,73",RESTITUIÇÃO DE CAPITAL,,,,,,,,,,,,,,
13/08/2025,8/2025,NuInvest Corretora de Valores S.A,WEGE3,Real,"R$ 4,53",Juros sobre capital próprio,,,,,,,,,,,,,,
14/08/2025,8/2025,NuInvest Corretora de Valores S.A,KNRI11,Real,"R$ 90,00",Rendimentos,,,,,,,,,,,,,,
13/09/2025,9/2025,NuInvest Corretora de Valores S.A,KNRI11,Real,"R$ 90,00",Rendimentos,,,,,,,,,,,,,,
23/10/2025,10/2025,Vest,IVV,Dolar,"R$ 1,28",Dividendo,,,,,,,,,,,,,,
01/10/2025,10/2025,Vest,NOBL,Dolar,"R$ 1,81",Dividendo,,,,,,,,,,,,,,
14/10/2025,10/2025,NuInvest Corretora de Valores S.A,KNRI11,Real,"R$ 90,00",Rendimentos,,,,,,,,,,,,,,
14/11/2025,11/2025,NuInvest Corretora de Valores S.A,KNRI11,Real,"R$ 90,00",Rendimentos,,,,,,,,,,,,,,
02/12/2025,12/2025,NuInvest Corretora de Valores S.A,VIVT3,Real,"R$ 4,34",Juros sobre capital próprio,,,,,,,,,,,,,,
02/12/2025,12/2025,NuInvest Corretora de Valores S.A,VIVT3,Real,"R$ 4,82",Juros sobre capital próprio,,,,,,,,,,,,,,
12/12/2025,12/2025,NuInvest Corretora de Valores S.A,KNRI11,Real,"R$ 90,00",Rendimentos,,,,,,,,,,,,,,
19/12/2025,12/2025,Vest,IVV,Dolar,"R$ 0,36",Dividendo,,,,,,,,,,,,,,
26/12/2025,12/2025,Vest,ESPO,Dolar,"R$ 1,34",Dividendo,,,,,,,,,,,,,,
